track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Likedbymike (IRE),W J Lee,0,M J Byrne,7th,1/2 l,3,9-12h,90,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Beauty Queen (IRE),S Foley,0,Gerard O'Leary,6th,1/2 l,3,9-11p1,89,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Tropical Retreat (IRE),C D Hayes,0,T Mullins,5th,3/4 l,3,8-8,72,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Sarahmae (IRE),Nicola Burns,7,D Hogan,4th,3/4 l,3,8-8,72,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Lethimfly (IRE),R Whearty,3,N Meade,3rd,2 1/2 l,3,9-6,84,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Jorge Alvares (IRE),C T Keane,0,G M Lyons,2nd,Short Head,3,9-10b,88,True,176,8
Cork Racing Results | 20th May 2025 17:50,N/A,17:50,Good (Good To Firm In Places),5f,Red Evolution (IRE),J A Powell,3,M O'Callaghan,1st,N/A,3,9-7,85,True,176,8
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Quiet Affair,W Joyce,5,J Barcoe,15th,2 l,4,8-10,40,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Far At Sea (IRE),B M Coen,0,P J F Murphy,14th,6 l,3,9-8,60,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Dark Enigma,J A Heffernan,0,J G Murray,13th,Short Head,4,9-8h1,52,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Realtin Fantasy (IRE),M W Hassett,5,W P Browne,12th,3/4 l,9,9-10,54,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Carmina Burana (IRE),J A Powell,3,A Kinirons,11th,3/4 l,3,8-7v1,45,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Sam's Xpress (IRE),G M Ryan,0,K P Cotter,10th,1/2 l,5,9-6b,50,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Lakota Lady (IRE),C D Hayes,0,M J Browne,9th,Short Head,5,9-5t,49,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Rattletheonionbag (IRE),D P McDonogh,0,W P Browne,8th,1 l,5,9-3p,47,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Livingston Range (IRE),K G Kennedy,5,R Donohoe,7th,1/2 l,7,9-1t,45,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Art Of Unity,J Pietropaolo,7,Maurice Ahern,6th,3/4 l,10,9-12b,56,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,5th,1 3/4 l,5,10-0,58,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,An Laochmor (IRE),L F Roche,0,J G Coogan,4th,Neck,4,9-9v,53,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Whatswrongnow (IRE),A Browne-Souza,10,Batt Burke,3rd,Short Head,4,9-2,46,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,2nd,2 3/4 l,4,9-7,51,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Nezeeh (IRE),J M Sheridan,0,D Hogan,1st,N/A,4,10-0b,58,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Quiet Affair,W Joyce,5,J Barcoe,15th,2 l,4,8-10,40,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Far At Sea (IRE),B M Coen,0,P J F Murphy,14th,6 l,3,9-8,60,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Dark Enigma,J A Heffernan,0,J G Murray,13th,Short Head,4,9-8h1,52,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Realtin Fantasy (IRE),M W Hassett,5,W P Browne,12th,3/4 l,9,9-10,54,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Carmina Burana (IRE),J A Powell,3,A Kinirons,11th,3/4 l,3,8-7v1,45,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Sam's Xpress (IRE),G M Ryan,0,K P Cotter,10th,1/2 l,5,9-6b,50,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Lakota Lady (IRE),C D Hayes,0,M J Browne,9th,Short Head,5,9-5t,49,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Rattletheonionbag (IRE),D P McDonogh,0,W P Browne,8th,1 l,5,9-3p,47,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Livingston Range (IRE),K G Kennedy,5,R Donohoe,7th,1/2 l,7,9-1t,45,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Art Of Unity,J Pietropaolo,7,Maurice Ahern,6th,3/4 l,10,9-12b,56,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,5th,1 3/4 l,5,10-0,58,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,An Laochmor (IRE),L F Roche,0,J G Coogan,4th,Neck,4,9-9v,53,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Whatswrongnow (IRE),A Browne-Souza,10,Batt Burke,3rd,Short Head,4,9-2,46,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,2nd,2 3/4 l,4,9-7,51,True,176,9
Cork Racing Results | 20th May 2025 18:20,N/A,18:20,Good (Good To Firm In Places),5f,Nezeeh (IRE),J M Sheridan,0,D Hogan,1st,N/A,4,10-0b,58,True,176,9
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Withtheresults (IRE),L F Roche,0,P J Flynn,6th,8 l,3,9-8,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Petersburg,C D Hayes,0,E & P Harty,5th,3 1/2 l,3,9-8t1,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Twotolose (IRE),B M Coen,0,Daniel McLoughlin,4th,7 1/2 l,4,10-3ht,67,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Wegotogether (IRE),G F Carroll,0,G P Cromwell,3rd,4 3/4 l,3,9-3,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Stella Alpina (IRE),N M Crosse,0,W McCreery,2nd,Nose,3,9-3,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,No Alibi (USA),W J Lee,0,P Twomey,1st,N/A,3,9-3t1,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Withtheresults (IRE),L F Roche,0,P J Flynn,6th,8 l,3,9-8,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Petersburg,C D Hayes,0,E & P Harty,5th,3 1/2 l,3,9-8t1,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Twotolose (IRE),B M Coen,0,Daniel McLoughlin,4th,7 1/2 l,4,10-3ht,67,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Wegotogether (IRE),G F Carroll,0,G P Cromwell,3rd,4 3/4 l,3,9-3,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,Stella Alpina (IRE),N M Crosse,0,W McCreery,2nd,Nose,3,9-3,-,True,176,10
Cork Racing Results | 20th May 2025 18:50,N/A,18:50,Good (Good To Firm In Places),6f,No Alibi (USA),W J Lee,0,P Twomey,1st,N/A,3,9-3t1,-,True,176,10
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Eddie G (IRE),S Coen,7,A McGuinness,6th,4 1/4 l,4,9-12t,80,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Nedita (IRE),D S O'Sullivan,7,D Marnane,5th,3 1/4 l,4,9-7,75,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Bucaneer's Spirit (IRE),J J G Ryan,0,J Davison,4th,3 l,4,9-11p,79,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Dark Viper,K G Kennedy,2,Mrs J Harrington,3rd,1 3/4 l,4,9-8,76,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Ribchestina (IRE),J A Powell,0,M O'Callaghan,2nd,1/2 l,4,9-8,76,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Hightimeyouwon,J Kearney,0,Stephen Thorne,1st,N/A,9,10-0b,82,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Eddie G (IRE),S Coen,7,A McGuinness,6th,4 1/4 l,4,9-12t,80,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Nedita (IRE),D S O'Sullivan,7,D Marnane,5th,3 1/4 l,4,9-7,75,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Bucaneer's Spirit (IRE),J J G Ryan,0,J Davison,4th,3 l,4,9-11p,79,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Dark Viper,K G Kennedy,2,Mrs J Harrington,3rd,1 3/4 l,4,9-8,76,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Ribchestina (IRE),J A Powell,0,M O'Callaghan,2nd,1/2 l,4,9-8,76,True,176,11
Cork Racing Results | 20th May 2025 19:20,N/A,19:20,Good (Good To Firm In Places),7f,Hightimeyouwon,J Kearney,0,Stephen Thorne,1st,N/A,9,10-0b,82,True,176,11
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Earthsong (IRE),N M Crosse,0,W McCreery,6th,3 1/4 l,3,9-0,-,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Metamorphic,S Foley,0,Mrs J Harrington,5th,3 1/4 l,3,9-0,-,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Siorai (IRE),R Coakley,0,J S Bolger,4th,3 1/2 l,3,9-0,-,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Tenoya (FR),D W O'Connor,0,P Twomey,3rd,3 1/4 l,3,9-0h1,-,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Tswalu (IRE),D P McDonogh,0,J P O'Brien,2nd,2 1/4 l,3,9-0,84,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Royal Entry (IRE),W J Lee,0,P Twomey,1st,N/A,4,10-2v,82,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Earthsong (IRE),N M Crosse,0,W McCreery,6th,3 1/4 l,3,9-0,-,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Metamorphic,S Foley,0,Mrs J Harrington,5th,3 1/4 l,3,9-0,-,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Siorai (IRE),R Coakley,0,J S Bolger,4th,3 1/2 l,3,9-0,-,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Tenoya (FR),D W O'Connor,0,P Twomey,3rd,3 1/4 l,3,9-0h1,-,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Tswalu (IRE),D P McDonogh,0,J P O'Brien,2nd,2 1/4 l,3,9-0,84,True,176,12
Cork Racing Results | 20th May 2025 19:50,N/A,19:50,Good (Good To Firm In Places),1m 4f,Royal Entry (IRE),W J Lee,0,P Twomey,1st,N/A,4,10-2v,82,True,176,12
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Still Rolling (IRE),N M Crosse,0,P J F Murphy,14th,7 1/2 l,4,9-13,57,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Mastastroque (IRE),A J Slattery,0,J A Stack,13th,2 1/4 l,4,10-1p1,59,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Mayo For Sam (IRE),Adam Caffrey,0,M Flannery,12th,1 3/4 l,5,9-12p,56,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Slaney Swagger (IRE),M W Hassett,5,P Byrne,11th,6 l,4,10-1b1,59,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Gardone (IRE),W J Lee,0,E McNamara,10th,1 3/4 l,5,9-9b,53,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Nibras Rainbow (IRE),W Joyce,5,Leonard Flynn,9th,Neck,5,9-8tp,52,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Tastyee (IRE),J M Sheridan,0,D Budds,8th,3/4 l,7,9-6tp,50,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Tartaraghan (IRE),D W O'Connor,0,J C McConnell,7th,Neck,4,10-0,58,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Metamorpheus (IRE),S Foley,0,R O'Brien,6th,1/2 l,6,10-0,58,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Rochester Mike (IRE),J Pietropaolo,7,Maurice Ahern,5th,Head,5,10-0tb1,58,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Warrior Lord (IRE),G F Carroll,0,J G Murphy,4th,1/2 l,4,9-10,54,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Deuteronomy (IRE),Nicola Burns,7,R P Burns,3rd,1/2 l,6,8-10,40,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Game Phoenix (IRE),B M Coen,0,Paul Power,2nd,1/2 l,4,9-4,48,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Together Aclaim,K G Kennedy,5,J C McConnell,1st,N/A,6,8-11t,41,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Still Rolling (IRE),N M Crosse,0,P J F Murphy,14th,7 1/2 l,4,9-13,57,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Mastastroque (IRE),A J Slattery,0,J A Stack,13th,2 1/4 l,4,10-1p1,59,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Mayo For Sam (IRE),Adam Caffrey,0,M Flannery,12th,1 3/4 l,5,9-12p,56,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Slaney Swagger (IRE),M W Hassett,5,P Byrne,11th,6 l,4,10-1b1,59,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Gardone (IRE),W J Lee,0,E McNamara,10th,1 3/4 l,5,9-9b,53,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Nibras Rainbow (IRE),W Joyce,5,Leonard Flynn,9th,Neck,5,9-8tp,52,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Tastyee (IRE),J M Sheridan,0,D Budds,8th,3/4 l,7,9-6tp,50,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Tartaraghan (IRE),D W O'Connor,0,J C McConnell,7th,Neck,4,10-0,58,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Metamorpheus (IRE),S Foley,0,R O'Brien,6th,1/2 l,6,10-0,58,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Rochester Mike (IRE),J Pietropaolo,7,Maurice Ahern,5th,Head,5,10-0tb1,58,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Warrior Lord (IRE),G F Carroll,0,J G Murphy,4th,1/2 l,4,9-10,54,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Deuteronomy (IRE),Nicola Burns,7,R P Burns,3rd,1/2 l,6,8-10,40,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Game Phoenix (IRE),B M Coen,0,Paul Power,2nd,1/2 l,4,9-4,48,True,176,13
Cork Racing Results | 20th May 2025 20:20,N/A,20:20,Good (Good To Firm In Places),1m 2f 90y,Together Aclaim,K G Kennedy,5,J C McConnell,1st,N/A,6,8-11t,41,True,176,13
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Rene Artois (IRE),Rebecca Parsons,10,J Nash,13th,4 3/4 l,6,9-4b,62,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Ina Mina,W J Lee,0,K J Condon,12th,Neck,4,9-13h,66,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Razzam (IRE),P McGettigan,7,H D McGuigan,11th,Nose,5,10-2,62,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Reponse Finale (IRE),A J Casey,10,L Casey,10th,3 3/4 l,3,8-13,68,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Feature This (IRE),Caragh Monaghan,10,Ian Donoghue,9th,4 1/2 l,6,10-2tb1,44,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Distillate,S Coen,7,A McGuinness,8th,Short Head,5,9-10t,58,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Sassy Sox (IRE),R Whearty,3,Ian Donoghue,7th,1/2 l,3,8-11,57,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,6th,2 l,8,9-8v,75,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Roman Harry (IRE),J J G Ryan,3,C O'Connell,5th,1/2 l,5,10-2,62,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Akeela,A C Persse,7,M A Cahill,4th,3/4 l,5,9-4,45,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Tofino (IRE),G F Carroll,0,G P Cromwell,3rd,2 1/2 l,3,9-5,64,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Pinball Wizard (IRE),D S O'Sullivan,7,J Nallen,2nd,2 1/4 l,7,9-4,70,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Prince Of Eyeries (IRE),L T McAteer,0,J M Barrett,1st,N/A,4,9-13b,65,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Rene Artois (IRE),Rebecca Parsons,10,J Nash,13th,4 3/4 l,6,9-4b,62,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Ina Mina,W J Lee,0,K J Condon,12th,Neck,4,9-13h,66,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Razzam (IRE),P McGettigan,7,H D McGuigan,11th,Nose,5,10-2,62,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Reponse Finale (IRE),A J Casey,10,L Casey,10th,3 3/4 l,3,8-13,68,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Feature This (IRE),Caragh Monaghan,10,Ian Donoghue,9th,4 1/2 l,6,10-2tb1,44,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Distillate,S Coen,7,A McGuinness,8th,Short Head,5,9-10t,58,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Sassy Sox (IRE),R Whearty,3,Ian Donoghue,7th,1/2 l,3,8-11,57,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Comfort Line (IRE),Adam Caffrey,0,A McGuinness,6th,2 l,8,9-8v,75,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Roman Harry (IRE),J J G Ryan,3,C O'Connell,5th,1/2 l,5,10-2,62,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Akeela,A C Persse,7,M A Cahill,4th,3/4 l,5,9-4,45,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Tofino (IRE),G F Carroll,0,G P Cromwell,3rd,2 1/2 l,3,9-5,64,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Pinball Wizard (IRE),D S O'Sullivan,7,J Nallen,2nd,2 1/4 l,7,9-4,70,True,176,14
Gowran Park Racing Results | 21st May 2025 17:10,N/A,17:10,Good (Good To Yielding In Places),7f,Prince Of Eyeries (IRE),L T McAteer,0,J M Barrett,1st,N/A,4,9-13b,65,True,176,14
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Western Dreamer (IRE),R C Colgan,0,C Timmons,10th,Neck,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Princess Of Saxony (IRE),R Whearty,3,A Oliver,9th,1 1/4 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Staywitherjohnny (IRE),B M Coen,0,Ciaran Murphy,8th,1 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Shrihara (IRE),D P McDonogh,0,J P O'Brien,7th,4 3/4 l,3,9-3t1,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Little Miss P (IRE),N M Crosse,0,W McCreery,6th,1 1/4 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Phoenix Pairc (IRE),L F Roche,0,W McCreery,5th,2 1/4 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Lady Lilac (IRE),G F Carroll,0,J G Murphy,4th,4 l,3,9-3,73,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Luscious (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Its All Peachy (IRE),J A Powell,3,M O'Callaghan,2nd,1 l,3,9-3,72,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Inventress (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Western Dreamer (IRE),R C Colgan,0,C Timmons,10th,Neck,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Princess Of Saxony (IRE),R Whearty,3,A Oliver,9th,1 1/4 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Staywitherjohnny (IRE),B M Coen,0,Ciaran Murphy,8th,1 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Shrihara (IRE),D P McDonogh,0,J P O'Brien,7th,4 3/4 l,3,9-3t1,-,True,176,15
