track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,King And Queen (FR),P Hanlon,7,J J Hanlon,5th,1/2 l,8,10-13p,80,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Maxios Show (IRE),J P Shinnick,7,T O'Brien,4th,Head,6,11-0,81,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,How Decc (IRE),E Dwan,7,E Seymour,3rd,3/4 l,6,11-5tv1,86,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Rossies Tara,P T Enright,0,M M McNiff,2nd,11 l,8,10-13t,80,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Angelsworknovrtime (IRE),A Harvey,7,James Andrew Fahey,1st,N/A,8,11-7t,88,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Baby Chou (IRE),K C Sexton,0,A Kinirons,NR,N/A,6,11-6t,87,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Sunwalk,C G O'Dwyer,5,S Neville,PU,N/A,6,11-1t,82,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Cappacurry Croi (IRE),J Smith,7,L Young,PU,N/A,6,10-13p,80,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Daly Pursuit (IRE),M M McDonagh,0,Patrick J Hassett,PU,N/A,7,11-3,84,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Johnny M (IRE),Sam Ewing,0,Peter Fahey,10th,9 l,6,11-12,93,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Trim To Milan (IRE),J Kearney,5,G Keane,9th,2 l,9,10-13t,80,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Mont Beuvray (IRE),S Fitzgerald,0,J P Ryan,8th,2 l,6,11-3,84,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Roman Parish (IRE),J J Slevin,0,D M O'Brien,7th,16 l,6,11-3b,84,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Toor Moon (IRE),L Quinlan,3,Ms M Flynn,6th,1/2 l,7,11-10h,91,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,King And Queen (FR),P Hanlon,7,J J Hanlon,5th,1/2 l,8,10-13p,80,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Maxios Show (IRE),J P Shinnick,7,T O'Brien,4th,Head,6,11-0,81,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,How Decc (IRE),E Dwan,7,E Seymour,3rd,3/4 l,6,11-5tv1,86,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Rossies Tara,P T Enright,0,M M McNiff,2nd,11 l,8,10-13t,80,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Angelsworknovrtime (IRE),A Harvey,7,James Andrew Fahey,1st,N/A,8,11-7t,88,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Circus Act (IRE),D J Gilligan,3,J Nash,NR,N/A,5,11-2b,95,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Dakota Chief (IRE),P K Donovan,5,Louise G Lyons,PU,N/A,4,10-10,91,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Future Proof (IRE),P J O'Hanlon,0,P J Rothwell,PU,N/A,9,10-9b,88,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Tic Tac Toe (IRE),L Quinlan,3,R Hackett,10th,9 1/2 l,4,10-12,93,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Snapius (IRE),C Stone-Walsh,5,J Nash,9th,1 1/2 l,5,11-9b,102,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,My Policy (IRE),P M O'Brien,7,P Rooney,8th,1/2 l,5,11-4v,97,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Mr Dibbs (IRE),Eoin G Kelly,7,A Murray,7th,16 l,5,11-12,105,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Television (IRE),J Kearney,5,H P Finegan,6th,3 l,6,10-8p1,87,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Littlefoot (IRE),L A McKenna,5,M A Molloy,5th,6 1/2 l,6,12-0,107,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Lodilomoco (IRE),J J Slevin,0,J P Ryan,4th,11 l,6,11-0,93,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Arcland (IRE),D J O'Keeffe,0,H Rogers,3rd,3/4 l,8,11-9,102,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Smiling Bess (IRE),J S McGarvey,0,K Prendergast,2nd,3 3/4 l,5,11-7,100,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Jumping Susie (IRE),A Harvey,7,J C McConnell,1st,N/A,6,11-12t,105,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Circus Act (IRE),D J Gilligan,3,J Nash,NR,N/A,5,11-2b,95,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Dakota Chief (IRE),P K Donovan,5,Louise G Lyons,PU,N/A,4,10-10,91,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Future Proof (IRE),P J O'Hanlon,0,P J Rothwell,PU,N/A,9,10-9b,88,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Tic Tac Toe (IRE),L Quinlan,3,R Hackett,10th,9 1/2 l,4,10-12,93,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Snapius (IRE),C Stone-Walsh,5,J Nash,9th,1 1/2 l,5,11-9b,102,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,My Policy (IRE),P M O'Brien,7,P Rooney,8th,1/2 l,5,11-4v,97,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Mr Dibbs (IRE),Eoin G Kelly,7,A Murray,7th,16 l,5,11-12,105,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Television (IRE),J Kearney,5,H P Finegan,6th,3 l,6,10-8p1,87,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Littlefoot (IRE),L A McKenna,5,M A Molloy,5th,6 1/2 l,6,12-0,107,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Lodilomoco (IRE),J J Slevin,0,J P Ryan,4th,11 l,6,11-0,93,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Arcland (IRE),D J O'Keeffe,0,H Rogers,3rd,3/4 l,8,11-9,102,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Smiling Bess (IRE),J S McGarvey,0,K Prendergast,2nd,3 3/4 l,5,11-7,100,True,130,19
Kilbeggan Racing Results | 26th July 2024 18:55,N/A,18:55,Good To Yielding,2m 2f 200y,Jumping Susie (IRE),A Harvey,7,J C McConnell,1st,N/A,6,11-12t,105,True,130,19
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Priceforlove (IRE),Shane Fenelon,7,R P Rath,PU,N/A,5,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Mr Eastwood (IRE),L Quinlan,3,D H Kelly,PU,N/A,7,11-12t1,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Relham Place (IRE),S Fitzgerald,0,Leonard Flynn,PU,N/A,8,11-12t,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Rule The Wind (IRE),B Hayes,0,W P Mullins,PU,N/A,6,11-12t,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Chief O'Hara (IRE),B W Harvey,0,J C McConnell,PU,N/A,4,11-5,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Slate Gray (IRE),T Power Roche,7,D Deacon,PU,N/A,7,11-5,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Little Green Lady (IRE),D E Mullins,0,P A Fahy,9th,63 l,5,11-5,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Go Frankie (IRE),J C Gainford,0,P Croke,8th,3 1/2 l,7,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Coffeys Forge (IRE),P T Enright,0,P Ryan,7th,11 l,8,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Camino Rock,R A Doyle,0,M F Morris,6th,2 1/4 l,7,11-12t,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Dereks Dream (IRE),Mr S Cavanagh,7,A Murray,5th,18 l,6,11-5,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Slieve Carran (IRE),M J M O'Sullivan,0,P T Foley,4th,17 l,5,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Native Speaker (IRE),Rachael Blackmore,0,H De Bromhead,3rd,1/2 l,6,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Magellan Strait (IRE),J J Slevin,0,J P O'Brien,2nd,3 l,5,11-12b,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Beaufort Scale (IRE),Sam Ewing,0,G Elliott,1st,N/A,5,11-12t,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Priceforlove (IRE),Shane Fenelon,7,R P Rath,PU,N/A,5,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Mr Eastwood (IRE),L Quinlan,3,D H Kelly,PU,N/A,7,11-12t1,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Relham Place (IRE),S Fitzgerald,0,Leonard Flynn,PU,N/A,8,11-12t,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Rule The Wind (IRE),B Hayes,0,W P Mullins,PU,N/A,6,11-12t,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Chief O'Hara (IRE),B W Harvey,0,J C McConnell,PU,N/A,4,11-5,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Slate Gray (IRE),T Power Roche,7,D Deacon,PU,N/A,7,11-5,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Little Green Lady (IRE),D E Mullins,0,P A Fahy,9th,63 l,5,11-5,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Go Frankie (IRE),J C Gainford,0,P Croke,8th,3 1/2 l,7,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Coffeys Forge (IRE),P T Enright,0,P Ryan,7th,11 l,8,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Camino Rock,R A Doyle,0,M F Morris,6th,2 1/4 l,7,11-12t,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Dereks Dream (IRE),Mr S Cavanagh,7,A Murray,5th,18 l,6,11-5,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Slieve Carran (IRE),M J M O'Sullivan,0,P T Foley,4th,17 l,5,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Native Speaker (IRE),Rachael Blackmore,0,H De Bromhead,3rd,1/2 l,6,11-12,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Magellan Strait (IRE),J J Slevin,0,J P O'Brien,2nd,3 l,5,11-12b,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 19:25,N/A,19:25,Good To Yielding,3m 100y,Beaufort Scale (IRE),Sam Ewing,0,G Elliott,1st,N/A,5,11-12t,-,True,130,20
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Pakens Rock (IRE),C Stone-Walsh,5,B T Murphy,8th,1/2 l,11,11-12,122,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Marelly (IRE),T Power Roche,7,P J Rothwell,7th,6 1/2 l,7,10-8p,104,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Broken Ice (IRE),D A Kidd,7,J C McConnell,6th,4 l,8,11-0tp,110,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Ebasari (IRE),J C Gainford,0,G Elliott,5th,8 1/2 l,6,11-8t,118,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Room To Roam (IRE),B W Harvey,0,J C McConnell,4th,2 1/2 l,10,10-13b,109,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Presenting Lad (IRE),P T Enright,0,M M McNiff,3rd,4 l,8,11-0t,110,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Banjaxed,R A Doyle,0,L Fowler,2nd,1 1/2 l,7,11-6,116,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Favori Logique (FR),D J O'Keeffe,0,R O'Sullivan,1st,N/A,9,10-9p1,105,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Pakens Rock (IRE),C Stone-Walsh,5,B T Murphy,8th,1/2 l,11,11-12,122,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Marelly (IRE),T Power Roche,7,P J Rothwell,7th,6 1/2 l,7,10-8p,104,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Broken Ice (IRE),D A Kidd,7,J C McConnell,6th,4 l,8,11-0tp,110,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Ebasari (IRE),J C Gainford,0,G Elliott,5th,8 1/2 l,6,11-8t,118,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Room To Roam (IRE),B W Harvey,0,J C McConnell,4th,2 1/2 l,10,10-13b,109,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Presenting Lad (IRE),P T Enright,0,M M McNiff,3rd,4 l,8,11-0t,110,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Banjaxed,R A Doyle,0,L Fowler,2nd,1 1/2 l,7,11-6,116,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:00,N/A,20:00,Good To Yielding,2m 3f 195y,Favori Logique (FR),D J O'Keeffe,0,R O'Sullivan,1st,N/A,9,10-9p1,105,True,130,21
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Fr Gilligansvoyge,J Coen,3,John G Carr,NR,N/A,11,10-3,67,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Chateau Elan (IRE),Mr I Cribbin,7,R O'Sullivan,NR,N/A,7,11-7tp,85,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Cullenwaine (IRE),J P O'Sullivan,0,P J Rothwell,NR,N/A,6,11-5p,83,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Justakeg (IRE),G B Noonan,5,V T O'Brien,PU,N/A,13,10-3,67,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Daicheadacuig (IRE),B W Harvey,0,B Mortell,PU,N/A,9,11-5p,83,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Likable Chancer (IRE),D J Gilligan,3,D Howard,PU,N/A,10,11-2tb,80,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Father Jed (IRE),D E Mullins,0,J P Ryan,10th,5 1/2 l,13,10-7,71,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Crowsatedappletart (IRE),D J O'Keeffe,0,M Winters,9th,11 l,7,11-9tp,87,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Coastguard Lady (IRE),T Power Roche,7,P J Rothwell,8th,7 1/2 l,6,11-4tp,82,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Coco Lightning (IRE),C Stone-Walsh,5,T P O'Connor,7th,6 1/2 l,7,11-7h,85,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Ivane (FR),E Walsh,0,Ciaran Murphy,6th,2 1/4 l,6,11-9p,87,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Lucky Policy (IRE),K C Sexton,0,P W Flynn,5th,5 l,6,12-0t,92,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Finnians Row (IRE),P M O'Brien,7,D A McLoughlin,4th,8 1/2 l,8,11-12tv,90,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Joe's Turn (IRE),J J Slevin,0,R P Rath,3rd,1 l,8,11-2,80,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Gaelic Des Chastys (FR),C P McNamara,0,E McNamara,2nd,2 1/4 l,8,11-10h,88,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Aliunde (IRE),P T Enright,0,M M McNiff,1st,N/A,7,11-7t,85,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Fr Gilligansvoyge,J Coen,3,John G Carr,NR,N/A,11,10-3,67,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Chateau Elan (IRE),Mr I Cribbin,7,R O'Sullivan,NR,N/A,7,11-7tp,85,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Cullenwaine (IRE),J P O'Sullivan,0,P J Rothwell,NR,N/A,6,11-5p,83,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Justakeg (IRE),G B Noonan,5,V T O'Brien,PU,N/A,13,10-3,67,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Daicheadacuig (IRE),B W Harvey,0,B Mortell,PU,N/A,9,11-5p,83,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Likable Chancer (IRE),D J Gilligan,3,D Howard,PU,N/A,10,11-2tb,80,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Father Jed (IRE),D E Mullins,0,J P Ryan,10th,5 1/2 l,13,10-7,71,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Crowsatedappletart (IRE),D J O'Keeffe,0,M Winters,9th,11 l,7,11-9tp,87,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Coastguard Lady (IRE),T Power Roche,7,P J Rothwell,8th,7 1/2 l,6,11-4tp,82,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Coco Lightning (IRE),C Stone-Walsh,5,T P O'Connor,7th,6 1/2 l,7,11-7h,85,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Ivane (FR),E Walsh,0,Ciaran Murphy,6th,2 1/4 l,6,11-9p,87,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Lucky Policy (IRE),K C Sexton,0,P W Flynn,5th,5 l,6,12-0t,92,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Finnians Row (IRE),P M O'Brien,7,D A McLoughlin,4th,8 1/2 l,8,11-12tv,90,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Joe's Turn (IRE),J J Slevin,0,R P Rath,3rd,1 l,8,11-2,80,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Gaelic Des Chastys (FR),C P McNamara,0,E McNamara,2nd,2 1/4 l,8,11-10h,88,True,130,22
Kilbeggan Racing Results | 26th July 2024 20:30,N/A,20:30,Good To Yielding,2m 3f 195y,Aliunde (IRE),P T Enright,0,M M McNiff,1st,N/A,7,11-7t,85,True,130,22
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Onomatapeoi (IRE),J M Sheridan,0,Paul Gammell,12th,Nose,2,8-8,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Buck Barrow,R P Whelan,0,M Fahey,11th,1 l,2,8-13,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Isabella Expert,J J G Ryan,5,W P Browne,10th,Short Head,2,8-8,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Abraham Answer (IRE),J A Heffernan,0,M C Grassick,9th,Neck,2,8-13,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Sovereign Affair (IRE),R Whearty,5,K P Cotter,8th,1 1/2 l,2,8-10,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Desert Cyclone (IRE),B M Coen,0,J P Murtagh,7th,Neck,2,9-5,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Until Dawn (IRE),S P Davis,0,Kevin Coleman,6th,3/4 l,2,8-8,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Actin Like A Diva (IRE),N M Crosse,0,D Marnane,5th,1 1/4 l,2,8-10,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Tino Pai (IRE),R P Cleary,0,S Lavery,4th,1/2 l,2,8-8,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Sharkii (IRE),G M Ryan,0,D Dias,3rd,3/4 l,2,9-7,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Gazelle D'or (IRE),D E Sheehy,0,M C Grassick,2nd,1 l,2,8-8,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Wise Men Say (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,9-1,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Onomatapeoi (IRE),J M Sheridan,0,Paul Gammell,12th,Nose,2,8-8,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Buck Barrow,R P Whelan,0,M Fahey,11th,1 l,2,8-13,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Isabella Expert,J J G Ryan,5,W P Browne,10th,Short Head,2,8-8,-,True,130,23
Cork Racing Results | 26th July 2024 16:50,N/A,16:50,Good (Good To Firm In Places ),5f,Abraham Answer (IRE),J A Heffernan,0,M C Grassick,9th,Neck,2,8-13,-,True,130,23
