track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,18:18,Good,2m 1f 40y,Cleopatra's Needle (IRE),S W Flanagan,0,H Rogers,5th,18 l,6,10-10ht,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Four Clean Aces (IRE),P Townend,0,W P Mullins,4th,1 l,6,11-3,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Disco Dancer (IRE),J W Kennedy,0,G Elliott,3rd,3 1/2 l,5,11-3t,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Dame Rapide (IRE),D King,0,J M Barrett,2nd,8 1/2 l,7,11-3,-,True,136,38
N/A,N/A,18:18,Good,2m 1f 40y,Royal Hollow (IRE),C M Quirke,5,A Slattery,1st,N/A,6,11-3,-,True,136,38
N/A,N/A,18:48,Good,2m 1f 40y,I Owe You One (IRE),Non Runner,7,C Byrnes,NR,N/A,5,11-10,91,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Imadpour (IRE),B Hayes,0,A McNamara,PU,N/A,4,11-8,92,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Take My Hand (IRE),J C Gainford,0,M Mulvany,PU,N/A,7,11-7,88,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Ardad Derek,P Hanlon,7,J J Hanlon,PU,N/A,5,10-13,80,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Stenatee (FR),K E Buckley,0,J J Hanlon,F,N/A,6,11-5ht,86,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Johnny M (IRE),Sam Ewing,0,Peter Fahey,12th,29 l,6,11-6b1,87,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Trenchtown Rock (IRE),A M King,7,V T O'Brien,11th,1/2 l,11,10-13,80,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Mist On The Bog (IRE),S W Flanagan,0,L Casey,10th,2 1/4 l,9,11-1,82,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Applejack Poet (IRE),T P Harney,7,Liz Doyle,9th,Head,7,11-11tb1,92,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Juke Box Rock (IRE),K M Donoghue,0,G P Cromwell,8th,2 1/2 l,5,11-12,93,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Getaway Henry (IRE),D Meyler,0,Daniel O'leary,7th,1 3/4 l,7,11-6,87,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Bella Be Good (IRE),P Byrnes,0,E Cawley,6th,3 1/2 l,7,11-2t,83,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Highland King (IRE),D A Kidd,7,J C McConnell,5th,1/2 l,5,11-12p,93,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,4th,4 l,5,11-6tp,87,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Cailin Aibrean (IRE),S D Torrens,0,Peter Fahey,3rd,1/2 l,5,11-4,85,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Sydney Cruiser (IRE),A Harvey,5,Ciaran Murphy,2nd,12 l,6,11-8,89,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Chutzpal (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,12-0b,95,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,I Owe You One (IRE),Non Runner,7,C Byrnes,NR,N/A,5,11-10,91,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Imadpour (IRE),B Hayes,0,A McNamara,PU,N/A,4,11-8,92,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Take My Hand (IRE),J C Gainford,0,M Mulvany,PU,N/A,7,11-7,88,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Ardad Derek,P Hanlon,7,J J Hanlon,PU,N/A,5,10-13,80,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Stenatee (FR),K E Buckley,0,J J Hanlon,F,N/A,6,11-5ht,86,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Johnny M (IRE),Sam Ewing,0,Peter Fahey,12th,29 l,6,11-6b1,87,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Trenchtown Rock (IRE),A M King,7,V T O'Brien,11th,1/2 l,11,10-13,80,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Mist On The Bog (IRE),S W Flanagan,0,L Casey,10th,2 1/4 l,9,11-1,82,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Applejack Poet (IRE),T P Harney,7,Liz Doyle,9th,Head,7,11-11tb1,92,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Juke Box Rock (IRE),K M Donoghue,0,G P Cromwell,8th,2 1/2 l,5,11-12,93,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Getaway Henry (IRE),D Meyler,0,Daniel O'leary,7th,1 3/4 l,7,11-6,87,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Bella Be Good (IRE),P Byrnes,0,E Cawley,6th,3 1/2 l,7,11-2t,83,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Highland King (IRE),D A Kidd,7,J C McConnell,5th,1/2 l,5,11-12p,93,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Mayos Vendangeur (IRE),T Power Roche,7,P J Rothwell,4th,4 l,5,11-6tp,87,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Cailin Aibrean (IRE),S D Torrens,0,Peter Fahey,3rd,1/2 l,5,11-4,85,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Sydney Cruiser (IRE),A Harvey,5,Ciaran Murphy,2nd,12 l,6,11-8,89,True,136,39
N/A,N/A,18:48,Good,2m 1f 40y,Chutzpal (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,5,12-0b,95,True,136,39
N/A,N/A,19:18,Good,2m 1f 40y,Kp's Ladyofknock (IRE),T Power Roche,7,Peter Maher,PU,N/A,4,10-13,83,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Buttoned Up (IRE),Sam Ewing,0,Peter Fahey,PU,N/A,6,11-12,93,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Masterstonemason (IRE),J C Gainford,0,F Costello,PU,N/A,10,10-13b,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Neev's Dream (IRE),R P Treacy,0,D H Kelly,13th,46 l,6,11-3t,84,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,12th,1/2 l,7,11-2t1,83,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Aill Dubh (IRE),J J Slevin,0,M Flannery,11th,2 l,7,11-3b1,84,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Shining Aitch,D J O'Keeffe,0,T G McCourt,10th,2 1/2 l,7,10-13tv,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Medadthebookie,K E Buckley,0,E Buckley,9th,2 3/4 l,4,11-4,88,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Lucky Junior (IRE),P T Enright,0,R Tyner,8th,Neck,4,11-8h,92,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Leviosa (IRE),B P Kennedy,7,S Fahey,7th,4 1/2 l,7,11-2,83,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Malbas,B W Harvey,0,J C McConnell,6th,Neck,8,12-0t,95,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Grizabella (IRE),P Hanlon,7,J J Hanlon,5th,5 l,5,11-5,86,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,A La Carte (IRE),H E Sexton,7,J J Hanlon,4th,2 1/2 l,5,10-13h,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Cottage Artist (IRE),G B Noonan,5,V T O'Brien,3rd,5 1/2 l,11,10-13p,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,2nd,2 3/4 l,7,10-13,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Due Course (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-9t,90,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Kp's Ladyofknock (IRE),T Power Roche,7,Peter Maher,PU,N/A,4,10-13,83,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Buttoned Up (IRE),Sam Ewing,0,Peter Fahey,PU,N/A,6,11-12,93,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Masterstonemason (IRE),J C Gainford,0,F Costello,PU,N/A,10,10-13b,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Neev's Dream (IRE),R P Treacy,0,D H Kelly,13th,46 l,6,11-3t,84,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,The Border Boy (IRE),S F O'Keeffe,0,S Aherne,12th,1/2 l,7,11-2t1,83,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Aill Dubh (IRE),J J Slevin,0,M Flannery,11th,2 l,7,11-3b1,84,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Shining Aitch,D J O'Keeffe,0,T G McCourt,10th,2 1/2 l,7,10-13tv,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Medadthebookie,K E Buckley,0,E Buckley,9th,2 3/4 l,4,11-4,88,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Lucky Junior (IRE),P T Enright,0,R Tyner,8th,Neck,4,11-8h,92,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Leviosa (IRE),B P Kennedy,7,S Fahey,7th,4 1/2 l,7,11-2,83,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Malbas,B W Harvey,0,J C McConnell,6th,Neck,8,12-0t,95,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Grizabella (IRE),P Hanlon,7,J J Hanlon,5th,5 l,5,11-5,86,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,A La Carte (IRE),H E Sexton,7,J J Hanlon,4th,2 1/2 l,5,10-13h,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Cottage Artist (IRE),G B Noonan,5,V T O'Brien,3rd,5 1/2 l,11,10-13p,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Hollow Spark (IRE),K Callaghan,5,J Barcoe,2nd,2 3/4 l,7,10-13,80,True,136,40
N/A,N/A,19:18,Good,2m 1f 40y,Due Course (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-9t,90,True,136,40
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Albert Hirsch (IRE),Miss J Townend,0,M C Grassick,12th,30 l,4,11-11,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Inch Salvador (IRE),Miss J Corish,7,R P Rath,11th,13 l,5,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Jazzwing (IRE),Anna McGuinness,7,Peter Fahey,10th,3 l,6,11-7,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Jeni Kala (IRE),Miss E Cody,7,M Butler,9th,8 1/2 l,4,11-4,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Monroes Hollow (IRE),Miss S Doyle,7,Peter Fahey,8th,1 1/4 l,6,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Arctic Craft (IRE),Aileen O'Sullivan,7,S Millar,7th,2 l,7,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Alaskan View (IRE),Miss P Elvin,7,W J Martin,6th,1 l,4,11-4t,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,King Mal (IRE),Miss T Quail,7,R P Rath,5th,2 1/4 l,5,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Barton Snow (IRE),Miss M M McElligott,7,William P Murphy,4th,Head,7,12-0t,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Victor Sweet (IRE),Miss C Butler,7,P Hurley,3rd,6 1/2 l,5,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Diamond Tipp (IRE),Miss A B O'Connor,0,J C McConnell,2nd,1 1/4 l,4,11-4t,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Locked Box (IRE),Miss G Benson,7,C W J Farrell,1st,N/A,5,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Albert Hirsch (IRE),Miss J Townend,0,M C Grassick,12th,30 l,4,11-11,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Inch Salvador (IRE),Miss J Corish,7,R P Rath,11th,13 l,5,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Jazzwing (IRE),Anna McGuinness,7,Peter Fahey,10th,3 l,6,11-7,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Jeni Kala (IRE),Miss E Cody,7,M Butler,9th,8 1/2 l,4,11-4,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Monroes Hollow (IRE),Miss S Doyle,7,Peter Fahey,8th,1 1/4 l,6,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Arctic Craft (IRE),Aileen O'Sullivan,7,S Millar,7th,2 l,7,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Alaskan View (IRE),Miss P Elvin,7,W J Martin,6th,1 l,4,11-4t,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,King Mal (IRE),Miss T Quail,7,R P Rath,5th,2 1/4 l,5,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Barton Snow (IRE),Miss M M McElligott,7,William P Murphy,4th,Head,7,12-0t,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Victor Sweet (IRE),Miss C Butler,7,P Hurley,3rd,6 1/2 l,5,12-0,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Diamond Tipp (IRE),Miss A B O'Connor,0,J C McConnell,2nd,1 1/4 l,4,11-4t,-,True,136,41
N/A,N/A,19:48,Good  Flat (Turf),2m 1f 40y,Locked Box (IRE),Miss G Benson,7,C W J Farrell,1st,N/A,5,12-0,-,True,136,41
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Wise Men Say (IRE),N M Crosse,0,Mrs J Harrington,NR,N/A,2,9-11,79,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Barton Key (IRE),M W Hassett,5,J P O'Brien,NR,N/A,2,9-3t,71,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Ink Sketch (IRE),S P Davis,0,Kevin Coleman,10th,3 l,2,8-7,61,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Hugo's Girl (IRE),J Cleary,7,Thomas Dowling,9th,1/2 l,2,9-1t1,69,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Peregrine Falcon (IRE),W M Lordan,0,E Mullins,8th,Head,2,9-6t1,74,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Dance For Chester (IRE),J A Powell,3,M Mulvany,7th,Neck,2,8-7,61,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,James The Second (IRE),W Joyce,5,M Mulvany,6th,1 3/4 l,2,8-7,61,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Katie Ross (IRE),K G Kennedy,7,P J F Murphy,5th,Nose,2,8-7h1,61,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Ottoman (IRE),C D Hayes,0,E & P Harty,4th,3/4 l,2,8-9,63,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Arizona Beauty (IRE),N G McCullagh,0,K J Condon,3rd,1 3/4 l,2,8-11,65,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Gloriously Glam (IRE),S Foley,0,Mrs J Harrington,2nd,1 1/2 l,2,9-10p,78,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Last Encore (IRE),H J Horgan,5,J P O'Brien,1st,N/A,2,9-13,81,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Wise Men Say (IRE),N M Crosse,0,Mrs J Harrington,NR,N/A,2,9-11,79,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Barton Key (IRE),M W Hassett,5,J P O'Brien,NR,N/A,2,9-3t,71,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Ink Sketch (IRE),S P Davis,0,Kevin Coleman,10th,3 l,2,8-7,61,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Hugo's Girl (IRE),J Cleary,7,Thomas Dowling,9th,1/2 l,2,9-1t1,69,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Peregrine Falcon (IRE),W M Lordan,0,E Mullins,8th,Head,2,9-6t1,74,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Dance For Chester (IRE),J A Powell,3,M Mulvany,7th,Neck,2,8-7,61,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,James The Second (IRE),W Joyce,5,M Mulvany,6th,1 3/4 l,2,8-7,61,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Katie Ross (IRE),K G Kennedy,7,P J F Murphy,5th,Nose,2,8-7h1,61,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Ottoman (IRE),C D Hayes,0,E & P Harty,4th,3/4 l,2,8-9,63,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Arizona Beauty (IRE),N G McCullagh,0,K J Condon,3rd,1 3/4 l,2,8-11,65,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Gloriously Glam (IRE),S Foley,0,Mrs J Harrington,2nd,1 1/2 l,2,9-10p,78,True,136,42
Navan Racing Results | 29th August 2024 14:30,N/A,14:30,Good,5f 180y,Last Encore (IRE),H J Horgan,5,J P O'Brien,1st,N/A,2,9-13,81,True,136,42
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Jon Riggens (IRE),J J G Ryan,3,E Lynam,NR,N/A,6,9-8t,84,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Keke,W J Lee,0,E Lynam,NR,N/A,4,9-7t,83,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,New Definition,S T McCullagh,3,R O'Brien,13th,1/2 l,4,9-9,85,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,National Lady (IRE),G F Carroll,0,G M Lyons,12th,1 3/4 l,3,9-5,83,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Bid For Chester (IRE),W Joyce,5,M Mulvany,11th,1 3/4 l,3,9-9t,87,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Harry's Bar,C J MacRedmond,5,J Davison,10th,1/2 l,9,9-5tp,81,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Laugh A Minute,R P Cleary,0,J Davison,9th,2 l,9,10-0,90,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Rathbranchurch (IRE),T Casey,10,M Mulvany,8th,Neck,4,8-12,74,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Profit Refused (IRE),C D Hayes,0,K Prendergast,7th,1 1/4 l,3,9-6v1,84,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Collective Power (IRE),Sorcha Woods,7,E Lynam,6th,Short Head,6,9-1,77,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Universally (IRE),N G McCullagh,0,Eoghan O'Neill,5th,Nose,5,9-3b,79,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Mehman,S Foley,0,Gerard O'Leary,4th,1 1/2 l,5,9-1t,77,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Sevensees,B M Coen,0,J P Murtagh,3rd,1/2 l,4,9-2b1,78,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Moltophino (IRE),Adam Caffrey,3,J A Kinsella,2nd,3 3/4 l,3,8-13tv1,77,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Transcendental (FR),R Whearty,3,G P Cromwell,1st,N/A,6,9-3,79,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Jon Riggens (IRE),J J G Ryan,3,E Lynam,NR,N/A,6,9-8t,84,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Keke,W J Lee,0,E Lynam,NR,N/A,4,9-7t,83,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,New Definition,S T McCullagh,3,R O'Brien,13th,1/2 l,4,9-9,85,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,National Lady (IRE),G F Carroll,0,G M Lyons,12th,1 3/4 l,3,9-5,83,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Bid For Chester (IRE),W Joyce,5,M Mulvany,11th,1 3/4 l,3,9-9t,87,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Harry's Bar,C J MacRedmond,5,J Davison,10th,1/2 l,9,9-5tp,81,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Laugh A Minute,R P Cleary,0,J Davison,9th,2 l,9,10-0,90,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Rathbranchurch (IRE),T Casey,10,M Mulvany,8th,Neck,4,8-12,74,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Profit Refused (IRE),C D Hayes,0,K Prendergast,7th,1 1/4 l,3,9-6v1,84,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Collective Power (IRE),Sorcha Woods,7,E Lynam,6th,Short Head,6,9-1,77,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Universally (IRE),N G McCullagh,0,Eoghan O'Neill,5th,Nose,5,9-3b,79,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Mehman,S Foley,0,Gerard O'Leary,4th,1 1/2 l,5,9-1t,77,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Sevensees,B M Coen,0,J P Murtagh,3rd,1/2 l,4,9-2b1,78,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Moltophino (IRE),Adam Caffrey,3,J A Kinsella,2nd,3 3/4 l,3,8-13tv1,77,True,136,43
Navan Racing Results | 29th August 2024 15:00,N/A,15:00,Good,5f 180y,Transcendental (FR),R Whearty,3,G P Cromwell,1st,N/A,6,9-3,79,True,136,43
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Passing Phase,S T McCullagh,3,Mrs J Harrington,NR,N/A,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Hi George (IRE),Adam Caffrey,3,N Slevin,9th,5 1/2 l,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Fedal (IRE),B M Coen,0,E Lynam,8th,1 3/4 l,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Dmaniac,M W Hassett,5,M Hassett,7th,1 1/4 l,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Parkside Prince (IRE),C Horgan,7,A Slattery,6th,4 1/4 l,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Annie Lavinia (IRE),C D Hayes,0,E Lynam,5th,4 1/2 l,2,9-2,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Island Girl (IRE),J A Heffernan,0,J A Stack,4th,3 3/4 l,2,9-2,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Saratoga Special (IRE),S Foley,0,Mrs J Harrington,3rd,Short Head,2,9-2,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Snapdragon (IRE),W M Lordan,0,A P O'Brien,2nd,Head,2,9-7v,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Town And Country (IRE),W J Lee,0,H De Bromhead,1st,N/A,2,9-2,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Passing Phase,S T McCullagh,3,Mrs J Harrington,NR,N/A,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Hi George (IRE),Adam Caffrey,3,N Slevin,9th,5 1/2 l,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Fedal (IRE),B M Coen,0,E Lynam,8th,1 3/4 l,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Dmaniac,M W Hassett,5,M Hassett,7th,1 1/4 l,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Parkside Prince (IRE),C Horgan,7,A Slattery,6th,4 1/4 l,2,9-7,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Annie Lavinia (IRE),C D Hayes,0,E Lynam,5th,4 1/2 l,2,9-2,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Island Girl (IRE),J A Heffernan,0,J A Stack,4th,3 3/4 l,2,9-2,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Saratoga Special (IRE),S Foley,0,Mrs J Harrington,3rd,Short Head,2,9-2,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Snapdragon (IRE),W M Lordan,0,A P O'Brien,2nd,Head,2,9-7v,-,True,136,44
Navan Racing Results | 29th August 2024 15:30,N/A,15:30,Good,5f,Town And Country (IRE),W J Lee,0,H De Bromhead,1st,N/A,2,9-2,-,True,136,44
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Udacha (IRE),R Whearty,3,T Gibney,8th,1 3/4 l,2,8-9,-,True,136,45
