track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Noble Talent (IRE),R P Geoghegan,7,T J Nagle-Jr,NR,N/A,7,11-12,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Givehimthehonour (IRE),C Stone-Walsh,5,P Nolan,PU,N/A,6,11-12,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Fathom Two (IRE),S Fitzgerald,0,G P Cromwell,PU,N/A,7,11-12,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Cozone,J Smith,7,M J Smith,PU,N/A,7,11-12,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Thunder (IRE),G Brouder,5,J P Ryan,F,N/A,6,11-12,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Heyjoe De Kerser (FR),R Deegan,0,P Nolan,6th,38 l,7,11-12p,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Kudasheva (IRE),M P O'Connor,3,H De Bromhead,5th,9 l,6,11-5t,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Caesar Rock (IRE),R A Doyle,0,M F Morris,4th,Nose,8,11-12p,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Ossifer Hops (IRE),C P Millar,7,G Elliott,3rd,8 1/2 l,6,11-12p,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Clifftop,K E Buckley,0,H Rogers,2nd,8 l,8,11-12,-,True,121,35
Clonmel Racing Results | 7th June 2024 19:55,N/A,19:55,Good (Good To Firm In Places),2m 6f 169y,Sea Aster (IRE),J Coen,5,G Elliott,1st,N/A,6,11-5p,-,True,121,35
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Out Of The Park (IRE),C Stone-Walsh,5,A O'Grady,NR,N/A,6,11-0p,81,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Stormy Master (IRE),L Quinlan,3,R Hackett,NR,N/A,10,11-6b,87,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Always Giving (IRE),K E Buckley,0,Tom Dreaper,PU,N/A,6,11-2,83,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Fr Gilligansvoyge,J Coen,5,John G Carr,PU,N/A,11,10-0tb,67,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Wild Caprice (IRE),H E Sexton,7,J P Ryan,11th,36 l,10,11-4,85,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Inchidaly Copper (IRE),E Walsh,0,A Ott,10th,3 1/2 l,8,11-5p,86,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Golden Glen (IRE),G B Noonan,5,Brendan Walsh,9th,6 1/2 l,10,10-0tb1,67,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Rock On Pedro (IRE),H Morgan,0,E Doyle,8th,25 l,6,11-12b1,93,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Coco Lightning (IRE),C Stone-Walsh,5,T P O'Connor,7th,1 l,7,11-5h,86,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,6th,Head,6,10-13b,80,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Corkbeg (IRE),J P Shinnick,7,D H Kelly,5th,2 l,7,11-12t,93,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Onefortheditch (IRE),M P O'Connor,3,E F Gallagher,4th,3/4 l,6,11-6,87,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Definiteadare (IRE),S O'Callaghan,5,C Coakley,3rd,3 1/2 l,10,11-5,86,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Father Jed (IRE),G Brouder,5,J P Ryan,2nd,1 1/4 l,13,10-3,70,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,1st,N/A,9,10-13,80,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Out Of The Park (IRE),C Stone-Walsh,5,A O'Grady,NR,N/A,6,11-0p,81,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Stormy Master (IRE),L Quinlan,3,R Hackett,NR,N/A,10,11-6b,87,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Always Giving (IRE),K E Buckley,0,Tom Dreaper,PU,N/A,6,11-2,83,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Fr Gilligansvoyge,J Coen,5,John G Carr,PU,N/A,11,10-0tb,67,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Wild Caprice (IRE),H E Sexton,7,J P Ryan,11th,36 l,10,11-4,85,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Inchidaly Copper (IRE),E Walsh,0,A Ott,10th,3 1/2 l,8,11-5p,86,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Golden Glen (IRE),G B Noonan,5,Brendan Walsh,9th,6 1/2 l,10,10-0tb1,67,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Rock On Pedro (IRE),H Morgan,0,E Doyle,8th,25 l,6,11-12b1,93,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Coco Lightning (IRE),C Stone-Walsh,5,T P O'Connor,7th,1 l,7,11-5h,86,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,6th,Head,6,10-13b,80,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Corkbeg (IRE),J P Shinnick,7,D H Kelly,5th,2 l,7,11-12t,93,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Onefortheditch (IRE),M P O'Connor,3,E F Gallagher,4th,3/4 l,6,11-6,87,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Definiteadare (IRE),S O'Callaghan,5,C Coakley,3rd,3 1/2 l,10,11-5,86,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Father Jed (IRE),G Brouder,5,J P Ryan,2nd,1 1/4 l,13,10-3,70,True,121,36
Clonmel Racing Results | 7th June 2024 20:30,N/A,20:30,Good (Good To Firm In Places),2m 6f 169y,Kilashee (IRE),S Fitzgerald,0,J P Ryan,1st,N/A,9,10-13,80,True,121,36
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Florida Strait (IRE),R A Doyle,0,D H Kelly,6th,3 1/4 l,4,11-1,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,A Year Older (IRE),G Brouder,5,K Thornton,5th,63 l,6,11-6,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Wandering Rocks,O R Brown,5,W Durkan,4th,5 1/2 l,5,11-12t,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,3rd,8 1/2 l,5,10-13t,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Icare Desbois (FR),K Callaghan,5,W P Mullins,2nd,2 l,6,11-12,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Napper Tandy,J Smith,7,M J Smith,1st,N/A,6,11-6,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Florida Strait (IRE),R A Doyle,0,D H Kelly,6th,3 1/4 l,4,11-1,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,A Year Older (IRE),G Brouder,5,K Thornton,5th,63 l,6,11-6,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Wandering Rocks,O R Brown,5,W Durkan,4th,5 1/2 l,5,11-12t,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Ta Na La (USA),S O'Callaghan,5,T M Walsh,3rd,8 1/2 l,5,10-13t,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Icare Desbois (FR),K Callaghan,5,W P Mullins,2nd,2 l,6,11-12,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:22,N/A,13:22,Good (Good To Yielding In Places),2m 170y,Napper Tandy,J Smith,7,M J Smith,1st,N/A,6,11-6,-,True,121,37
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Lieutenant Highway (IRE),C Stone-Walsh,5,M McCabe,NR,N/A,7,10-1,123,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Uncle Phil (IRE),K Callaghan,5,W P Mullins,PU,N/A,7,11-12t,148,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Typical Thomas (IRE),A P Kelly,5,James Andrew Fahey,6th,15 l,7,10-3,125,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Grey Diamond (FR),K C Sexton,0,G Elliott,5th,5 1/2 l,10,10-11t,133,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Final Orders,P M O'Brien,7,G P Cromwell,4th,Neck,8,11-7p,143,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Gaelic Arc (IRE),G Brouder,5,J P Ryan,3rd,8 l,8,10-3,125,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Great Bear,M P O'Connor,3,H De Bromhead,2nd,Short Head,8,10-1,123,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,The Banger Doyle (IRE),C P Millar,7,J Queally,1st,N/A,8,10-6,128,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Lieutenant Highway (IRE),C Stone-Walsh,5,M McCabe,NR,N/A,7,10-1,123,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Uncle Phil (IRE),K Callaghan,5,W P Mullins,PU,N/A,7,11-12t,148,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Typical Thomas (IRE),A P Kelly,5,James Andrew Fahey,6th,15 l,7,10-3,125,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Grey Diamond (FR),K C Sexton,0,G Elliott,5th,5 1/2 l,10,10-11t,133,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Final Orders,P M O'Brien,7,G P Cromwell,4th,Neck,8,11-7p,143,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Gaelic Arc (IRE),G Brouder,5,J P Ryan,3rd,8 l,8,10-3,125,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,Great Bear,M P O'Connor,3,H De Bromhead,2nd,Short Head,8,10-1,123,True,121,38
Punchestown Racing Results | 8th June 2024 13:57,N/A,13:57,Good (Good To Yielding In Places),2m 50y,The Banger Doyle (IRE),C P Millar,7,J Queally,1st,N/A,8,10-6,128,True,121,38
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Dr Val (IRE),C P Millar,7,E Sheehy,PU,N/A,6,11-3p,97,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Squire Ohara (IRE),K C Sexton,0,Mrs C O'Leary,PU,N/A,6,11-1t,95,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Jump The Shark (IRE),K E Buckley,0,G P Cromwell,11th,20 l,6,11-10,104,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Low Lie The Fields (IRE),H Morgan,0,Peter Maher,10th,35 l,10,11-3tp,97,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Balinaboola Steel (IRE),P Hanlon,7,J J Hanlon,9th,6 1/2 l,12,11-13p,107,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Clyde The Glide (IRE),C G O'Dwyer,5,P G Kelly,8th,3 1/2 l,7,10-0t,80,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Lady Kate (IRE),L Quinlan,3,R Hackett,7th,3 3/4 l,7,11-5,99,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Ardaghs Choice (IRE),G Brouder,5,E Sheehy,6th,1 l,9,11-0b,94,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Gondor (IRE),C Stone-Walsh,5,Colm Murphy,5th,Neck,9,11-13,107,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Favori Logique (FR),T P Harney,7,R O'Sullivan,4th,4 1/2 l,9,12-0,108,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Thehairyfella (IRE),J Coen,5,G Elliott,3rd,1/2 l,9,10-3p,83,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Land Jet (IRE),M P O'Connor,3,Peter Maher,2nd,8 l,8,10-0,80,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Marronstown (IRE),A Harvey,7,D M Christie,1st,N/A,7,11-10,104,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Dr Val (IRE),C P Millar,7,E Sheehy,PU,N/A,6,11-3p,97,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Squire Ohara (IRE),K C Sexton,0,Mrs C O'Leary,PU,N/A,6,11-1t,95,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Jump The Shark (IRE),K E Buckley,0,G P Cromwell,11th,20 l,6,11-10,104,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Low Lie The Fields (IRE),H Morgan,0,Peter Maher,10th,35 l,10,11-3tp,97,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Balinaboola Steel (IRE),P Hanlon,7,J J Hanlon,9th,6 1/2 l,12,11-13p,107,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Clyde The Glide (IRE),C G O'Dwyer,5,P G Kelly,8th,3 1/2 l,7,10-0t,80,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Lady Kate (IRE),L Quinlan,3,R Hackett,7th,3 3/4 l,7,11-5,99,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Ardaghs Choice (IRE),G Brouder,5,E Sheehy,6th,1 l,9,11-0b,94,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Gondor (IRE),C Stone-Walsh,5,Colm Murphy,5th,Neck,9,11-13,107,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Favori Logique (FR),T P Harney,7,R O'Sullivan,4th,4 1/2 l,9,12-0,108,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Thehairyfella (IRE),J Coen,5,G Elliott,3rd,1/2 l,9,10-3p,83,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Land Jet (IRE),M P O'Connor,3,Peter Maher,2nd,8 l,8,10-0,80,True,121,39
Punchestown Racing Results | 8th June 2024 14:32,N/A,14:32,Good (Good To Yielding In Places),3m 104y,Marronstown (IRE),A Harvey,7,D M Christie,1st,N/A,7,11-10,104,True,121,39
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Martinstown (IRE),A P Kelly,5,P Roche,PU,N/A,5,11-12h1,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Limited Edition,C P McNamara,0,K H Clarke,21st,49 l,6,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Jersey Klass (FR),S Fitzgerald,0,P Griffin,20th,14 l,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Kincade (IRE),A Harvey,7,J C McConnell,19th,2 1/2 l,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Khadaash,D A Kidd,7,J C McConnell,18th,52 l,7,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Fernhill Fling (IRE),P J O'Hanlon,3,P J Rothwell,17th,7 1/2 l,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Bringsty,P Hanlon,7,N C Kelly,16th,5 1/2 l,6,11-12t,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Ol Man Dingle (IRE),H Morgan,0,E Griffin,15th,Neck,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Nakassama (IRE),G Brouder,5,N C Kelly,14th,Short Head,4,11-7,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Gilded Moon,C D Smithers,7,A Fleming,13th,Neck,4,11-0v1,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,King's Commander (FR),Shane Fenelon,7,J J Hanlon,12th,1 l,6,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Harveyshonor (IRE),C Owens,7,R Donohoe,11th,4 3/4 l,6,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Kiwi Kiss (FR),Eoin G Kelly,7,P W Flynn,10th,3/4 l,8,11-5,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Lady Of Inishfree (IRE),L A McKenna,5,N Meade,9th,1 l,5,11-5t1,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,My Policy (IRE),P M O'Brien,7,P Rooney,8th,5 1/2 l,5,11-5p,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Clonshire River (IRE),R A Doyle,0,E & P Harty,7th,16 l,7,11-12t,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Eagle's Way,O R Brown,5,W Durkan,6th,4 l,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Avondale (IRE),E Walsh,0,B Connell,5th,1 l,4,11-7,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Omniscient,K C Sexton,0,G Elliott,4th,2 1/2 l,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Light Fandango (IRE),C Stone-Walsh,5,Colm Murphy,3rd,3/4 l,5,11-12t,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Kimy (FR),J B Foley,0,T Mullins,2nd,15 l,4,11-0,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Gaucher,K Callaghan,5,W P Mullins,1st,N/A,5,11-12ht,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Martinstown (IRE),A P Kelly,5,P Roche,PU,N/A,5,11-12h1,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Limited Edition,C P McNamara,0,K H Clarke,21st,49 l,6,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Jersey Klass (FR),S Fitzgerald,0,P Griffin,20th,14 l,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Kincade (IRE),A Harvey,7,J C McConnell,19th,2 1/2 l,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Khadaash,D A Kidd,7,J C McConnell,18th,52 l,7,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Fernhill Fling (IRE),P J O'Hanlon,3,P J Rothwell,17th,7 1/2 l,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Bringsty,P Hanlon,7,N C Kelly,16th,5 1/2 l,6,11-12t,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Ol Man Dingle (IRE),H Morgan,0,E Griffin,15th,Neck,5,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Nakassama (IRE),G Brouder,5,N C Kelly,14th,Short Head,4,11-7,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Gilded Moon,C D Smithers,7,A Fleming,13th,Neck,4,11-0v1,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,King's Commander (FR),Shane Fenelon,7,J J Hanlon,12th,1 l,6,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Harveyshonor (IRE),C Owens,7,R Donohoe,11th,4 3/4 l,6,11-12,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Kiwi Kiss (FR),Eoin G Kelly,7,P W Flynn,10th,3/4 l,8,11-5,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Lady Of Inishfree (IRE),L A McKenna,5,N Meade,9th,1 l,5,11-5t1,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,My Policy (IRE),P M O'Brien,7,P Rooney,8th,5 1/2 l,5,11-5p,-,True,121,40
Punchestown Racing Results | 8th June 2024 15:07,N/A,15:07,Good (Good To Yielding In Places),2m 170y,Clonshire River (IRE),R A Doyle,0,E & P Harty,7th,16 l,7,11-12t,-,True,121,40
